NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
190001082484;2019;2;M;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;505;509;514;518;392.4;543.9;552.7;572;CBBDCACBCDCEBACBBCBBACAACBDAADADCADBDDDECABCD;ACACAEDCDACCADCDBABCDECBAAAABABEADEEEEDBCABCB;CBBAD99999EACBCAEAEBEAADDABBDEAEDBBEBCCAABAEDBACEE;DDBBABCECDECCECCBCBCDCECABDBCCDBCBBCDCBDBDDDC;0;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;160;180;160;180;60;740;E;G;D;D;5;J;B;E;E;A;B;B;A;B;A;B;A;A;D;A;B;E;A;B;B
190001084422;2019;10;F;1;4;1;1;6;1;1;0;;;;;;;;1301902;Itacoatiara;13;AM;1;1;1;1;506;507;511;517;456.7;406.2;473;400.2;DDDAECCDDCAD.CCDDBAAABEEAEADAABADAABCEEEAACEE;ECDACACCEABAAEACCCCAAABCBDDDEDDCACCDDAAEAABBA;99999BAABCCCBAEADABCAACEBABABABCCEDAADDCEDBDEBBBAA;CE*ACEDDDEBBCADCCAACDDCACABABDECDBEDABBEBBAAE;1;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;1;100;120;120;100;140;580;E;E;D;C;3;B;A;B;C;A;A;B;B;B;B;A;A;A;A;A;B;B;A;A;B
190001084431;2019;12;M;1;3;1;1;12;1;1;0;;;;;;;;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;B;B;A;5;C;A;B;C;A;B;B;A;B;A;A;A;A;B;B;A;B;A;A;B
190001084432;2019;4;M;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;503;509;514;515;413.9;427.8;464.1;410.4;AEEDBDABECBEBBBAEDBCCBADDBBEAAABEDCBEADCAEAAA;AB*ECCACAABCABABCADDAABAACCABCBCCBACBACAACDAB;AABBA99999ACCCCCAACBDCDECAEEDEEABCEDAAAAACACBABEBA;ACBBEACCACEBAAEABADABAAAAAACEBEABABABADABAABE;0;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;160;120;120;120;160;680;E;G;D;D;8;J;B;E;E;A;B;B;A;B;A;B;A;A;E;A;B;E;A;B;B
190001084441;2019;3;F;1;3;1;1;1;1;1;0;;;;;;;;1301902;Itacoatiara;13;AM;1;1;1;1;503;509;514;515;358.7;362.8;385.3;430.3;CEADBAEDDADDCBCADDCEDABADBCCEBCBACEDECBDCDEBB;BAAEADADBECDBBDDCEECBAEAECEBDACDBDCAEDBDDCCCE;ACCCB99999CDBCDECEAEDEBDDEBBEEBCAACEACEACBADCBECDC;EDCBEDCCADBDEBAEDADDCABDADBBBCCCBEDAADBBCDEAE;0;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;120;40;40;120;0;320;E;E;B;B;3;C;A;B;B;A;B;B;B;A;A;A;A;A;B;A;A;B;A;A;A
190001086229;2019;4;F;1;3;1;1;1;1;1;0;;;;;;;;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;C;D;A;B;5;B;A;B;C;A;A;B;B;B;B;B;A;A;B;A;A;B;A;A;B
190001084484;2019;5;F;1;1;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;503;509;514;515;491.1;402.9;542.2;468.7;CEEAAEDEDEBBACBBBCEADBBBABCEBBBEBCECDCCAABECC;ECBCCEBDDBCCEAEAADAADDCABBCEBEDCBEBACDDAAAEAC;EBBAB99999BACECBEBCBDADDCEACAEBBDBDDECEADCACDCBBCE;CEEBEADCAECEADBECBDCAABEDDADEBACCEBCEBDDEEECD;0;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;120;120;120;120;100;580;F;F;A;A;10;F;A;B;D;A;B;B;A;B;B;B;A;A;B;A;A;C;A;B;B
190001078697;2019;5;F;1;3;1;1;2;1;1;0;;;;;;;;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;D;H;A;A;6;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;A
190001078711;2019;3;M;1;3;1;1;2;1;1;0;;;;;;;;1301902;Itacoatiara;13;AM;1;1;1;1;504;507;511;516;502.4;584.2;506.9;692.9;ECCDEDBCBDCDECCEBEAEDEADDDEBBABABCCDBCAABABAD;BEBCABAEBAABACEBEDBCDACCEDBACAACEACAADEDBAEDA;99999BEBADDCBAEEDDBBCBAEADBECCECACABBAEEBEDADCDBCE;BEBDCCAADBCBAECADDEACEDEAEDAECBBEAEBDEABDEBDE;1;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;160;200;180;160;80;780;C;E;C;D;1;C;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
190001078727;2019;7;F;1;3;1;1;4;1;1;0;;;;;;;;1301902;Itacoatiara;13;AM;1;1;1;1;505;509;514;518;421.4;460.5;487.8;489.8;ABBCDCDCBBBCBDCDEEDBDEACEBCBEBCCADECAEEDBAAEE;CDABAECDDACEBDBEACEDECEBACBAECABBCEEDADABCEDA;ABBAE99999EDCBCDDEEDDCADCBABACDBAABEEDCAEECEBCDCBA;ECBCAEBDBDEACDBEEBBACEABEDEDBBDEDBBADCACBEAED;0;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;120;120;120;100;0;460;B;E;C;B;5;B;A;B;C;A;B;B;A;A;A;A;A;A;B;B;A;C;A;B;A
190001080508;2019;10;M;1;3;1;1;7;1;;0;;;;;;;;1301902;Itacoatiara;13;AM;0;1;1;0;;509;514;;;370;432.6;;;CBDBEDADDAAEADCADCECCECBABDAEECBBCEEAABBCBCCE;99999ADCEBBDDBDDAAEACCBDABDCBBEBCECBAEEACACDCBABBE;;1;;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;;1;120;80;120;120;0;440;H;C;F;F;1;B;A;B;B;A;A;B;A;B;A;B;A;A;B;B;A;B;A;A;B
190001082587;2019;2;F;1;3;1;3;0;1;;1;;;;;;;;1301902;Itacoatiara;13;AM;1;1;1;1;505;509;514;518;551.3;567.3;565.9;545.2;AADAECBBDCAEADCECEACDAEDBCABEBDEBEEDEDBEDDACD;ACADEEACABAEBDBEEABCBAEABCCDBAABBDCEEEDDBAEDB;EBCAD99999BACBEDEBEBBAADDBABDEADDDBBBDBADDCACEAEEB;DBBCABCCCDEECBBCDCABCABBDADABEECEAADCBAEEADDD;0;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;120;120;120;140;100;600;E;E;E;B;6;H;A;C;C;B;B;B;A;B;A;B;A;B;C;A;B;A;A;B;B
190001086314;2019;2;F;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;505;508;512;518;442.8;516.7;546.6;517.4;AACCDDCBBDECADCCBEDBEBCBBAACEDBABCEADEDDCCCED;DBACABBECCCBCCABABECBADADAEBEABDDDCDCCCAAEEBC;99999BDAAADBABACEACECCBCCBAAAAEAEBADADBDECDECBCDBD;DDBCADACCDCBCBCEACBAACECEEBCEDACCBCBCEBDDCCEC;1;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;140;120;120;160;140;680;A;A;A;A;4;C;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A
190001086317;2019;6;F;1;3;1;1;3;1;1;0;;;;;;;;1301902;Itacoatiara;13;AM;1;1;1;1;506;507;511;517;574.6;534.6;548.2;544.6;DEDEAAABDABACECCAEBCACBECEABEDDADAABCBDECBEBC;BABCACDEAADCBAAAEDDDCACAEADCCDBBEEDEABBDCEABB;DEABE99999EECABBDCECDBEECEDCACECBECDBBDADDDDDCCC*B;BABBEDECDBAEDDBAABBCCDCCABEBBDCCDEDBECEBADDBB;0;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;1;120;120;140;120;60;560;E;E;D;B;5;D;A;B;C;A;B;B;A;B;A;B;A;A;B;A;A;E;A;B;A
190001070422;2019;8;M;1;3;1;1;4;1;1;0;;;;;;;;1301902;Itacoatiara;13;AM;1;1;1;1;506;507;511;517;431.6;538;480.3;485;DDDDBBBDDCBCBBBBBBAACBABBDEBCADBACABBCBBBCBAC;BCBCBBBBCAACEBBBABCBBBBBBEBCEABDBEDAADBBBBEBE;99999CBADBBDCBAAADBBDAAEBBBBEEBBBBBEEBBBBDBBBDECBB;AABCACDCABBEAABBCDBABBAACBABCBDBCDBACBAABABBB;1;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;1;120;120;120;140;140;640;A;E;B;B;6;C;A;B;D;A;B;B;A;B;A;A;A;A;B;B;A;D;A;B;A
190001087711;2019;4;F;1;3;1;1;2;1;;0;;;;;;;;1301902;Itacoatiara;13;AM;1;1;1;1;504;507;511;516;372.2;439.9;486.9;373.3;AACDEEBBCCBADDCBBACDDACBAECBBDBBEDDEDEBBACBDD;CDEABAAAEBCCECDAEDDDEACEAEAECBEBAEEBABAAABCCB;99999DBCBBBABDBBABCEAACEEBBBBEAEBDBAEDAAEDEBBABDDB;DAEBBBCBBAECCEBEAADDAEDEDDDEAAABBBCECBBAEECBC;1;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;140;140;140;140;80;640;B;D;C;B;4;D;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
190001068858;2019;7;M;1;3;1;1;4;1;1;0;;;;;;;;1301902;Itacoatiara;13;AM;1;1;1;1;506;510;513;517;394.7;455.2;517.3;371.5;AEDCEBDDACDEDECCCEDBCAECDECACDDBBACBEEABDBEBA;AEEDABDACADDAAECCEABCDDCEECEDBCECBCEAEEEEEECE;99999DDDEBABCCBAEDECCEDCDDADDCEEDBCCDCDEBEDACDAECB;CDDDCABADEDBBADCBEBDBEDBEACCECACCEACBBDECBEDC;1;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;1;120;120;100;120;0;460;E;B;B;D;4;C;A;B;C;A;B;B;A;B;A;A;A;A;C;A;A;C;A;B;A
190001078807;2019;3;F;1;3;1;2;0;2;1;0;;;;;;;;1301902;Itacoatiara;13;AM;1;1;1;1;504;507;511;516;387.5;393.1;432.4;393.2;ABADECEACABBECCCCEEDDBDEBBDABCBBAABCCABDCBBAA;ECECEBABABCBDAECAADCCAEACCADEDEEACEECBDDECEDB;AECEB99999DABAEDACEDAAEEBBBBEECCCCDEBEEEBBDEABEBCA;DAABEACBCADCAEDDBEECACDBADBABAECBBBDCCEDADADE;0;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;120;120;80;120;0;440;H;C;F;A;5;B;A;C;C;A;C;B;A;B;A;A;A;A;B;A;A;C;A;A;B
190001080605;2019;5;F;1;3;1;1;2;1;;0;;;;;;;;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;C;E;A;A;7;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
190001068868;2019;3;F;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;506;510;513;517;422.1;454;455.3;419.5;ADADCBCEEEDABEBCEABAEEDBADBDAEACCAABCCBBDDAEA;EBACACEDBBAADBAADEAACAABEDBDCEDCDBBBADDADBDBE;AEBAC99999DBBCAACACCABEEBAEABCECECACDAABECCCEECCAB;CEACCAEEAEDAAEDCADEEAEEDECDCDBBADAAACDBBACCBA;0;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;1;100;120;80;100;80;480;E;E;F;D;3;B;A;C;D;A;B;B;A;B;A;A;A;A;B;B;A;D;A;C;B
190001070373;2019;9;F;1;5;1;1;4;1;1;0;;;;;;;;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;E;A;D;6;C;A;A;C;A;A;B;B;A;A;A;A;A;B;B;A;B;A;A;A
190001070385;2019;11;M;1;3;1;1;9;1;1;0;;;;;;;;1301902;Itacoatiara;13;AM;1;1;1;1;504;507;511;516;496.2;525.2;522.6;604.7;BDCAACDEDCCEDDDECABEABCEDDCBBCDBBDAEBCDACCACE;ECDCABCEDBCCBACCEECABDECEDDBBDECADDEADBBECEDE;99999CBCAEBCEEBBDEDEDCCEADDEECDCBCBACBCACDBDDBCCEE;CCCEBBEDDEBBABACADBBDECEACCEECCBECDACBCEDDABB;1;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;120;120;120;120;0;480;B;D;A;B;3;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;B;A;A;A
190001070396;2019;3;F;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;504;507;511;516;357.8;415;444.9;418.6;BBEACEAABACDAAECEACBDEBEEABADDDAABDDAABACEEEA;DCECDAAADAEBDABBECADDAEBDCABAACEBDBACBECBDECD;99999DCDDECDBDABECCDAAEEBBDAEEBECCCACDCABEACEECCAC;DAAEEACBDEDCBAECBCEBEBDCAAADAAEEABADCBCEADAAA;1;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;120;40;40;140;0;340;C;D;A;F;5;B;A;C;D;A;B;B;A;B;A;B;A;A;B;A;A;E;A;A;A
190001070401;2019;4;F;1;3;1;1;1;1;1;0;;;;;;;;1301902;Itacoatiara;13;AM;1;1;1;1;504;507;511;516;463.6;447.6;499.7;546.9;CACADEABECCEECCAECDDADBECACBBABBDBDEDEAEABBEA;DBEEABAACADEBECAACCADBBCBEEDBABCDEEACBDAACCEA;AECBC99999BCBBCCCAAEAAEECACEECDDEACACBDABDDABEEBBA;DEABCBABDDECADADADECCEDEBEBCEACAEBCBEECDBDCAD;0;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;120;120;120;120;120;600;B;B;A;A;3;A;A;C;C;A;A;B;A;A;A;A;A;A;B;B;A;C;A;A;B
190001070411;2019;7;M;1;3;1;1;3;1;;0;;;;;;;;1301902;Itacoatiara;13;AM;1;1;1;1;503;509;514;515;409.8;402.1;479.8;397.5;ACEBDBDCDCBECBCDBDCBCDBDDCBEBCAACDEBACAECBECB;AEBECEBDBCAAAACEDBEEBEECBDDDBEADBBEAADDCCCDEE;BDBDE99999AACABDDCBDDAADABEBDCCBCACAEACDEDCBDDEDEE;ACBDEADCADCDCCEDADACDCBEACBCCECDDBCAECDCBACDE;0;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;100;40;40;120;0;300;D;C;A;A;5;A;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;D;A;A;A
190001078759;2019;5;M;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;D;E;A;B;4;B;A;B;B;A;A;B;A;B;A;A;A;A;B;A;A;B;A;A;A
190001078770;2019;3;F;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;506;510;513;517;364.2;481.9;481.8;554.7;EAEBDBDDDABABEDBBECBDBEECAEBCEAABBEDCCEADBBDE;CAADEEDCEAADABAAEEEAEEBEECCCEBCACABABEAADEDCE;99999BABEEDBCCBCECCEAEEDDDAECEEDEAACCADACBEEABCECA;DBABEDDBEBAAEBACAEBCDBBACECBDAADDEACBDBECBCAA;1;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;1;140;120;100;120;40;520;H;H;F;F;7;A;A;B;C;A;A;A;A;A;A;A;A;A;A;A;A;B;A;A;A
190001082616;2019;4;M;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;C;G;D;D;4;E;A;B;D;A;B;B;B;A;A;B;A;A;C;A;A;D;A;A;B
190001084598;2019;12;M;0;3;1;1;11;1;1;0;;;;;;;;1301902;Itacoatiara;13;AM;1;1;1;1;505;508;512;518;383.4;369.3;407.9;444.6;CBDCCACBAEBADCBCDBABBDCAADEBDEAADBCDBBDADBBCD;DABDEAEEBCCABCAEBDCCBACDACAADCAEBCEBABBECBBAC;99999BCDBACCEADCABECAACEDEBCBACDBBDADCEBCABCBDEBDC;DBBCCAEBBBEDEABEABABDBEBECCCECADCBBADBBCACDAB;1;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;120;120;100;120;40;500;C;C;A;B;13;C;D;B;E;A;B;B;A;B;A;A;A;A;E;A;A;E;A;A;B
190001084610;2019;5;F;1;5;1;1;1;1;1;0;;;;;;;;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;E;A;D;6;C;A;B;C;A;A;B;B;A;A;A;A;A;B;B;A;B;A;A;A
190001086342;2019;14;F;1;3;1;1;13;1;1;0;;;;;;;;1301902;Itacoatiara;13;AM;1;1;1;1;505;509;514;518;418.7;416.9;501.2;407.4;ECCBDEDCDBABEAABDACABBECBAACABEABDEBCACADBCDD;ADECCBDAEEAABABADECCDAECCAADCABCBCACCADDDABAC;BBAAE99999BCDCCDBACAEADDBBEAAECAAECEBBCAEDCCBEABEE;ADCCABEABBADCBCABAECCAADCEEBADCACDEABCCBCBAED;0;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;160;120;140;120;100;640;B;C;C;B;9;C;A;B;E;A;A;B;A;A;A;A;A;A;C;A;A;D;A;A;A
190001086358;2019;4;M;1;3;1;1;1;1;1;0;;;;;;;;1301902;Itacoatiara;13;AM;0;1;1;0;;508;512;;;411.1;446.4;;;BEDADCBDCCCAACEBCDCEBDDABEACBDEDBEBBADDCCDDCA;99999ABCEEEBAEECEECEEACEDCBCEDAAABEAADDBBACCEDDECD;;1;;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;;1;80;120;100;120;100;520;H;F;C;A;8;C;A;B;B;A;B;B;A;A;A;A;A;A;B;A;A;D;A;A;A
190001087755;2019;2;M;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;504;507;511;516;433.5;438;458.7;433.8;DEDBBECBDDDCDEACDABAAEBBDCCBADBCADEBEBCACAEDB;EEBCEDADEBABAACDBABCECDABCCCBACABB*AACBAAAEDD;BBCEC99999ADDDBECCEBAAEBBDCCBECCDCEBEBAAADEEBDEACE;BADEABCDB*EAAACEABBBEDEDCABDBEBEEEDABABDADCDA;0;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;120;120;120;120;100;580;E;E;C;C;4;B;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;C;A;A;A
190001087788;2019;2;F;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;503;509;514;515;486.8;497.9;542.6;499.9;AECBDDADCACBCDECBEAADECDDBCEBDBBECCAABDEBEBCE;AEBEBBECABCAABCDAACDBECBCEDADCAEBDBADADBDEBCA;ADBAD99999BBCBECAADBDACDBEAEDECBDADDBBCACECBDCEECE;BBCEDCBDACEBDDABCCBDCBDEABCEBDACEABDECEBCDDCB;0;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;140;120;120;120;100;600;C;E;B;C;5;B;A;B;B;A;A;B;A;B;B;A;A;A;B;A;B;B;A;A;B
190001090563;2019;11;F;1;3;1;1;8;1;1;0;;;;;;;;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;E;B;B;3;A;D;B;C;B;A;B;B;B;A;A;A;A;B;A;A;B;A;A;A
