Unnamed: 0,NU_INSCRICAO,NU_ANO,TP_FAIXA_ETARIA,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
14578,210060366194,2023,3,F,1,3,1,2,0,2,1.0,0,1301902,Itacoatiara,13,AM,2,1,1,1301902,Itacoatiara,13,AM,1,1,1,1,1223.0,1194.0,1203.0,1213.0,404.9,454.9,414.4,367.9,AABCEAADEDEBDAEBEEABBECDCCAADCCBADEECBDCBDADB,ABEDCEABEAECAEBCADECEADCDABAEDABEDCEBADCAEBDC,DBBADCACECCECEABDBECBDADABACEACDEAEBCACDBEEBC,CEEAEAEDACDCEDBECEAEDBBBEDBDEBDDECAABACADAEEB,1,CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD,ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE,BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC,EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB,1.0,100.0,80.0,60.0,100.0,0.0,340.0,C,E,C,B,8,B,A,B,C,A,A,B,A,B,A,A,A,A,A,A,A,B,A,A,B
24206,210059080368,2023,2,M,1,3,1,2,0,2,1.0,0,1301902,Itacoatiara,13,AM,2,1,1,1301902,Itacoatiara,13,AM,1,1,1,1,1223.0,1194.0,1203.0,1213.0,445.2,544.3,589.5,501.2,CAEDBCBCCEEBBCADCEDABACBDACDBBCDBEDEADEBBDEBD,ABCCCBDDCDCECCABCEBBDCEEADABBDCABCDABBDCBAEDE,BEBBAAAECBBEAACABBEDDCBBABCCADEDABCEBAEDDBDCC,EDDCCEAADCBAECACDBBBDCBCDACBDEABDCEACDCBADBAC,0,CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD,ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE,BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC,EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB,1.0,120.0,100.0,80.0,100.0,60.0,460.0,E,E,A,A,3,B,A,B,C,B,B,B,A,B,A,A,A,A,B,A,A,D,A,A,B
25777,210060708964,2023,3,F,1,1,1,2,0,2,1.0,0,1301902,Itacoatiara,13,AM,1,2,1,1301902,Itacoatiara,13,AM,1,1,1,1,1221.0,1193.0,1204.0,1211.0,524.8,539.9,529.5,617.1,DBDEBDCCDEDCEDBCECACEADDCDDDBEDDDDECDCCDCDDAD,ACCAAAAAACAAADEA.EAABCAAAAACCCAEAAAADEADCCDAE,DBBDCADADACDEAAAEADCAEDCEDADCBECABDBCEAAADAAC,DCACEDDADDDDDDABDDCDADDDDDDDDACAADABECEAAACAA,0,DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED,ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE,DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED,BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC,1.0,160.0,200.0,160.0,160.0,160.0,840.0,C,E,A,A,4,B,A,B,C,A,A,B,C,B,B,A,A,A,B,A,B,E,A,B,B
29843,210059787938,2023,2,M,1,3,1,2,0,2,1.0,0,1301902,Itacoatiara,13,AM,2,1,1,1301902,Itacoatiara,13,AM,1,1,1,1,1222.0,1191.0,1201.0,1212.0,401.7,421.0,504.3,421.5,EECDDCBEBDCBBDBACADEBDACDBECDECBBBDCAEBADBCED,CECACBDEBBBEDDBEBADBCECABAEEDCAEADBBCDEADCAAB,BAEBDDECEDBBCCABECDCDDEEBBEAEACACBAEEACEEEAAE,DBEBDEBAEACDEADDDBECADDBCACDADBDCBDCDCDAEEDEC,0,CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB,CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB,BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE,DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB,1.0,140.0,120.0,120.0,120.0,160.0,660.0,D,A,B,B,4,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
41199,210059011158,2023,3,M,1,3,1,2,0,2,1.0,0,1301902,Itacoatiara,13,AM,2,1,1,1301902,Itacoatiara,13,AM,1,1,1,1,1224.0,1192.0,1202.0,1214.0,406.6,523.2,521.7,671.0,BDBACCBECEBCEBDDEABACCEADBBABDCDEEECAEADBEECD,DBBCBEECCDCABDBBDBBDAABADDBAEACCACDEECADEAEDD,BCBCBABEAEDEAACDACBCEABCDEAEDBBDABCDCDBDDDCAB,EABDEDDEBEABAECADCBCEBBCECEBCCBCDDDBAABAABCDA,0,CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE,DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD,BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC,EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD,1.0,120.0,80.0,120.0,160.0,120.0,600.0,D,E,C,C,10,B,A,B,C,A,B,B,A,A,A,A,A,A,B,A,A,C,A,A,B
52664,210060403527,2023,3,M,1,1,1,2,0,2,1.0,0,1301902,Itacoatiara,13,AM,2,1,1,1301902,Itacoatiara,13,AM,1,1,1,1,1222.0,1191.0,1201.0,1212.0,438.0,441.0,463.6,450.0,CEAABDDABBBBEEBDBEBDCCCBCAADCAEDEBDDEEDAABCBA,CDDACDCBADACDADDBBDCDACEBABDCCADDDBCACCEACBEC,BBBABBACEBADCDCAACDEACABDBACCDDAAEBCCEAAEBCAD,BADAAECACBDADBBCCAECDEDDBCABBCCCBDAEDECAADACC,0,CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB,CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB,BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE,DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB,1.0,100.0,60.0,60.0,100.0,20.0,340.0,E,F,F,F,4,E,A,B,C,B,A,B,A,B,B,B,A,A,B,A,A,D,A,B,B
53982,210059959625,2023,3,F,1,3,1,2,0,2,1.0,0,1301902,Itacoatiara,13,AM,2,1,1,1301902,Itacoatiara,13,AM,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,C,C,A,A,5,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
56130,210059416330,2023,2,F,1,3,1,2,0,2,1.0,0,1301902,Itacoatiara,13,AM,2,1,1,1301902,Itacoatiara,13,AM,1,1,1,1,1222.0,1191.0,1201.0,1212.0,398.1,453.7,519.4,415.8,AECECEBCBDACBCCEBCACBDECDDAACCEDEBCBEACBADCBE,CEBDAEDCAACDEADECAABAAECDBADDEADDCEABDEDEBDEB,CCEBADCEEEDACBBDCDECCCBBDAADEABDDBAECAAEBECAB,CCADEABEADCBDEBACDECCADBADCBBCBCBDECDAABADBEE,1,CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB,CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB,BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE,DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB,1.0,140.0,200.0,160.0,160.0,160.0,820.0,C,C,D,D,5,B,A,B,C,B,A,B,A,A,A,A,A,A,B,A,A,D,A,A,B
67354,210060064832,2023,3,F,1,3,1,2,0,2,1.0,0,1301902,Itacoatiara,13,AM,2,1,1,1301902,Itacoatiara,13,AM,1,1,1,1,1222.0,1191.0,1201.0,1212.0,549.6,571.5,578.8,484.3,EDCEECDACBCDBCCBBEEBCAADCADAAEBEEBEDCBAEADCBB,CDAEECCDAACEDAAECEDAABCCCEBCBCDEBEAADDADDDADA,BAAABDECAEDCAEBADCDCDCCEEDCCACBCABAADADBBEAAE,BDABABDABDBCDBEEBCEDDEBECDCCDAEBCCBDDECCCEBEE,0,CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB,CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB,BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE,DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB,1.0,160.0,120.0,120.0,160.0,140.0,700.0,B,C,B,B,5,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
67486,210060226979,2023,3,F,1,1,1,2,0,2,1.0,0,1301902,Itacoatiara,13,AM,2,1,1,1301902,Itacoatiara,13,AM,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,D,D,A,B,4,B,A,C,E,B,A,B,A,C,A,A,A,A,B,B,A,E,A,A,B
